Item;Tipo de resolución;N° de resolución;Año;Fecha;Organización Deportiva;Distrito;Provincia;Dpto;Base legal;Procedimiento;Afiliación;Disciplina;Lugar de registro;N° partida;Caja;PQTE;Observación 1;Observación 2
683;RENADE;612-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL MILAN;RIMAC;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DEL RIMAC;FUTBOL;LIBRO DE CLUBES RDIPD;0612-62-86;175;601-650;;
684;RENADE;613-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SIMON BOLIVAR;LURIN;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DEL DISTRITO DE LURIN ;FUTBOL;LIBRO DE CLUBES RDIPD;0613-62-86;175;601-650;;
685;RENADE;614-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL ESTRELLA ROJA;RIMAC;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DEL RIMAC;FUTBOL;LIBRO DE CLUBES RDIPD;0614-62-86;175;601-650;;
686;RENADE;615-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL ALIANZA ANCON;ANCON;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE VOLEIBOL Y LIGA DISTRITAL DE FUTBOL DE ANCON;VOLEIBOL Y FUTBOL ;LIBRO DE CLUBES RDIPD;0615-62-86;175;601-650;;
687;RENADE;616-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL COSMOS F.B.C.;CHORRILLOS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE CHORRILLOS;FUTBOL;LIBRO DE CLUBES RDIPD;0616-62-86;175;601-650;;
688;RENADE;617-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ASS. DEP. F.I.F.A. REAL BAYERN;LINCE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE LINCE;FUTBOL;LIBRO DE CLUBES RDIPD;0617-62-86;175;601-650;;
689;RENADE;618-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO HUNGARITOS AGUSTINOS;IQUITOS;MAYNAS;LORETO;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE FUTBOL IPD LORETO;FUTBOL ;LIBRO DE CLUBES RDIPD;0618-62-86;175;601-650;;
690;RENADE;619-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ESTUDIANTIL DEFENSOR NICOLAS DE PIEROLA;CARABAYLLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE CARABAYLLO;FUTBOL;LIBRO DE CLUBES RDIPD;0619-62-86;175;601-650;;
691;RENADE;620-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO, DEFENSOR 28 DE JULIO;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0620-62-86;175;601-650;;
692;RENADE;621-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO, CULTURAL, SOCIAL PALOMILLAS DE BREÑA;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0621-63-86;175;601-650;;
693;RENADE;622-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CULTURAL PILCOMAYO;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0622-63-86;175;601-650;;
694;RENADE;623-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO REAL MANYUTE F.B.C.;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0623-63-86;175;601-650;;
695;RENADE;624-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL CACHORROS DE BREÑA;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0624-63-86;175;601-650;;
696;RENADE;625-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO RECTIFICACIONES SANCHEZ;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0625-63-86;175;601-650;;
697;RENADE;626-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CARLOS MARCOS;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0626-63-86;175;601-650;;
698;RENADE;627-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ATLETICO REAL PERU;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0627-63-86;175;601-650;;
699;RENADE;628-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO COUNTRY CLUB CHAMA;SURCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE BOCHAS, FEDERACION PERUANA DE FUTBOL Y FEDERACION PERUANA DE BASKETBALL;BOCHAS, FUTBOL Y BASKETBALL;LIBRO DE CLUBES RDIPD;0628-63-86;175;601-650;;
700;RENADE;629-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL CULTURAL MARIANO MELGAR;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0629-63-86;175;601-650;;
701;RENADE;630-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CULTURAL CHIMU CAPAC;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL ;LIBRO DE CLUBES RDIPD;0630-63-86;175;601-650;;
702;RENADE;631-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CULTURAL FRANCISCO VIDAL;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0631-64-86;175;601-650;;
703;RENADE;632-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO RELIQUIAS DEPORTIVAS SUPANAS;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0632-64-86;175;601-650;;
704;RENADE;633-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SPORT CORDOVA F.B.C.;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL ;LIBRO DE CLUBES RDIPD;0633-064-86;175;601-650;;
705;RENADE;634-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL OLIMPIA;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0634-64-86;175;601-650;;
706;RENADE;635-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO UNION VECINAL F.B.C.;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0635-64-86;175;601-650;;
707;RENADE;636-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO UNION SANTA ROSA;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0636-64-86;175;601-650;;
708;RENADE;637-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL SPORT SUPE;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL ;LIBRO DE CLUBES RDIPD;0637-64-86;175;601-650;;
709;RENADE;638-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL MARISCAL CASTILLA;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL ;LIBRO DE CLUBES RDIPD;0638-64-86;175;601-650;;
710;RENADE;639-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO BOTAFOGO F.B.C.;SUPE;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL ;LIBRO DE CLUBES RDIPD;0639-64-86;175;601-650;;
711;RENADE;640-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ALFONSO UGARTE F.B.C.;SUPE;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0640-64-86;175;601-650;;
712;RENADE;641-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD PACIFICO;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0641-65-86;175;601-650;;
713;RENADE;642-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO UNION SAN NICOLAS;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL ;LIBRO DE CLUBES RDIPD;0642-65-86;175;601-650;;
714;RENADE;643-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO DEFENSOR SAN NICOLAS;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL ;LIBRO DE CLUBES RDIPD;0643-65-86;175;601-650;;
715;RENADE;644-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO UNION SUPE;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0644-65-86;175;601-650;;
716;RENADE;645-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD CULTURAL ;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0645-65-86;175;601-650;;
717;RENADE;646-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO PORVENIR MIRAFLORE F.B.C.;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0646-65-86;175;601-650;;
718;RENADE;647-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL SAN NICOLAS ;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0647-65-86;175;601-650;;
719;RENADE;648-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL Y CULTURAL FLECHA;SUPE PUEBLO;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RDIPD;0648-65-86;175;601-650;;
720;RENADE;649-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO INDEPENDIENTE SAN ILDEFONSO;CERCADO DE LIMA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DEL CERCADO DE LIMA;FUTBOL;LIBRO DE CLUBES RDIPD;0649-65-86;175;601-650;;
721;RENADE;650-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ATLETICO REAL OLIMPICO;VITARTE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL Y LIGA DE VOLEIBOL DE ATE VITARTE;FUTBOL Y VOLEIBOL;LIBRO DE CLUBES RDIPD;0650-65-86;175;601-650;;
722;RENADE;651-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO DEFENSOR FEDERICO BLUME;MIRAFLORES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE MIRAFLORES;FUTBOL;LIBRO DE CLUBES RDIPD;0651-66-86;175;651-680;;
723;RENADE;652-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL Y CULTURAL DEFENSOR ESPINAR MIRAFLORES;MIRAFLORES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE MIRAFLORES;FUTBOL;LIBRO DE CLUBES RDIPD;0652-66-86;175;651-680;;
724;RENADE;653-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO DEFENSOR ESTRELLA ;RIMAC;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DEL RIMAC;FUTBOL;LIBRO DE CLUBES RDIPD;0653-66-86;175;651-680;;
725;RENADE;654-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO TAE KWON DO BLACK BELT;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;COMISION DEPORTIVA NACIONAL DE TAE KWON DO;TAE KWON DO;LIBRO DE CLUBES RDIPD;0654-66-86;175;651-680;;
726;RENADE;655-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SAN JUAN;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0655-66-86;175;651-680;;
727;RENADE;656-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO AUTOMOVIL CLUB AREQUIPA;;AREQUIPA;AREQUIPA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE AUTOMOVILISMO DEPORTIVO;AUTOMOVILISMO;LIBRO DE CLUBES RDIPD;0656-66-86;175;651-680;;
728;RENADE;657-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL JOSE CARLOS MARIATEGUI;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0657-66-86;175;651-680;;
729;RENADE;658-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CENTRO SOCIAL DEPORTIVO LA PAPELERA PERUANA;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0658-66-86;175;651-680;;
730;RENADE;659-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ATLETICO LIBERTAD;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0659-66-86;175;651-680;;
731;RENADE;660-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SANTOS FUTBOL CLUB;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0660-66-86;175;651-680;;
732;RENADE;661-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CULTURAL PEDREGAL ;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0661-67-86;175;651-680;;
733;RENADE;662-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL DEFENSOR CHOSICA;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0662-67-86;175;651-680;;
734;RENADE;663-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD SIERRA LIMEÑA CHOSICA;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0663-67-86;175;651-680;;
735;RENADE;664-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD PACHACACUTEC;CHACLACAYO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE CHACLACAYO;FUTBOL;LIBRO DE CLUBES RDIPD;0664-67-86;175;651-680;;
736;RENADE;665-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO DEFENSOR VILLA LA FLORESTA;CHACLACAYO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE CHACLACAYO;FUTBOL;LIBRO DE CLUBES RDIPD;0665-67-86;175;651-680;;
737;RENADE;666-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO INDEPENDIENTE HUAMPANI;CHACLACAYO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE CHACLACAYO;FUTBOL;LIBRO DE CLUBES RDIPD;0666-67-86;175;651-680;;
738;RENADE;667-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL SAN JUAN DE BELLAVISTA;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0667-67-86;175;651-680;;
739;RENADE;668-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO LA CANTUTA;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0668-67-86;175;651-680;;
740;RENADE;669-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL JUVENTUD MOYOPAMPA;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0669-67-86;175;651-680;;
741;RENADE;670-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SAN CARLOS PALOMAR ;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0670-67-86;175;651-680;;
742;RENADE;671-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL Y CULTURAL ORIENTE;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0671-68-86;175;651-680;;
743;RENADE;672-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD EL OLIVAR;BARRANCA;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BARRANCA;FUTBOL;LIBRO DE CLUBES RDIPD;0672-68-86;175;651-680;;
744;RENADE;673-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO REGATAS LIMA;CHORRILLOS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;COMISION NACIONAL DE BADMINTON, FEDERACION PERUANA DE BASKETBALL, FEDERACION PERUANA DE FUTBOL, LIGA DE GIMNASIA DE LIMA, FEDERACION PERUANA DE NATACION, COMISION NACIONAL DE PALETA FRONTON, FEDERACION PERUANA DE SQUASH RACKET, LIGA PROVINCIAL DE TENIS DE LIMA, FEDERACION PERUANA DE TENIS DE MESA  ;BADMINTON, BASKETBALL, FUTBOL, GIMNASIA, NATACION, PALETA FRONTON, SQUASH RACKET TENIS DE MESA, TENIS;LIBRO DE CLUBES RDIPD;0673-68-86;175;651-680;;
745;RENADE;674-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO GUADALUPE;BREÑA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;0674-68-86;175;651-680;;
746;RENADE;675-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO INDEPENDIENTE DE DEPORTE DE CHOSICA;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;0675-68-86;175;651-680;;
747;RENADE;676-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO DEFENSOR WALTER ORMEÑO;SURQUILLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0676-68-86;175;651-680;;
748;RENADE;677-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD SANTA INES;SURQUILLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0677-68-86;175;651-680;;
749;RENADE;678-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CENTRO CULTURAL LOS TIGRES;CHACLACAYO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE CHACLACAYO;FUTBOL;LIBRO DE CLUBES RDIPD;0678-68-86;175;651-680;;
750;RENADE;679-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO DEFENSOR LEONCIO PRADO;SURQUILLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0679-68-86;175;651-680;;
751;RENADE;680-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO F.B.C.;CHACLACAYO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE CHACLACAYO;FUTBOL;LIBRO DE CLUBES RDIPD;0680-68-86;175;651-680;;
752;RENADE;681-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD SAN DIEGO;SURQUILLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED ;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0681-069-86;175;681-711;;
753;RENADE;682-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SURQUILLO F.B.C.;SURQUILLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED ;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0682-069-86;175;681-711;;
754;RENADE;683-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO INDEPENDIENTE SAN MIGUEL;SURQUILLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED ;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0683-069-86;175;681-711;;
755;RENADE;684-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CICLON SANTA ROSA;SURQUILLO;LIMA ;LIMA;DL 328 Y REG - DS 07-86-ED ;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0684-069-86;175;681-711;;
